"","Year","Award","Winner","Nominee"
"6065","1962 ","Writing","NO","Freud"
"6066","1962 ","Writing","NO","Last Year at Marienbad"
"6067","1962 ","Writing","NO","That Touch of Mink"
"6068","1962 ","Writing","NO","Through a Glass Darkly"
"6078","1961 ","Actor -- Leading Role","NO","Fanny "
"6079","1961 ","Actor -- Leading Role","NO","The Hustler "
"6080","1961 ","Actor -- Leading Role","YES","Judgment at Nuremberg "
"6081","1961 ","Actor -- Leading Role","NO","Judgment at Nuremberg "
"6082","1961 ","Actor -- Leading Role","NO","The Mark "
"6083","1961 ","Actor -- Supporting Role","YES","West Side Story "
"6084","1961 ","Actor -- Supporting Role","NO","Judgment at Nuremberg "
"6085","1961 ","Actor -- Supporting Role","NO","Pocketful of Miracles "
"6086","1961 ","Actor -- Supporting Role","NO","The Hustler "
"6087","1961 ","Actor -- Supporting Role","NO","The Hustler "
"6088","1961 ","Actress -- Leading Role","NO","Breakfast at Tiffany's "
"6089","1961 ","Actress -- Leading Role","NO","The Hustler "
"6090","1961 ","Actress -- Leading Role","YES","Two Women "
"6091","1961 ","Actress -- Leading Role","NO","Summer and Smoke "
"6092","1961 ","Actress -- Leading Role","NO","Splendor in the Grass "
"6093","1961 ","Actress -- Supporting Role","NO","The Children's Hour "
"6094","1961 ","Actress -- Supporting Role","NO","Judgment at Nuremberg "
"6095","1961 ","Actress -- Supporting Role","NO","The Roman Spring of Mrs. Stone "
"6096","1961 ","Actress -- Supporting Role","NO","Summer and Smoke "
"6097","1961 ","Actress -- Supporting Role","YES","West Side Story "
"6098","1961 ","Art Direction","NO","The Absent Minded Professor"
"6099","1961 ","Art Direction","NO","The Children's Hour"
"6100","1961 ","Art Direction","YES","The Hustler"
"6101","1961 ","Art Direction","NO","Judgment at Nuremberg"
"6102","1961 ","Art Direction","NO","La Dolce Vita"
"6103","1961 ","Art Direction","NO","Breakfast at Tiffany's"
"6104","1961 ","Art Direction","NO","El Cid"
"6105","1961 ","Art Direction","NO","Flower Drum Song"
"6106","1961 ","Art Direction","NO","Summer and Smoke"
"6107","1961 ","Art Direction","YES","West Side Story"
"6108","1961 ","Cinematography","NO","The Absent Minded Professor"
"6109","1961 ","Cinematography","NO","The Children's Hour"
"6110","1961 ","Cinematography","YES","The Hustler"
"6111","1961 ","Cinematography","NO","Judgment at Nuremberg"
"6112","1961 ","Cinematography","NO","One, Two, Three"
"6113","1961 ","Cinematography","NO","Fanny"
"6114","1961 ","Cinematography","NO","Flower Drum Song"
"6115","1961 ","Cinematography","NO","A Majority of One"
"6116","1961 ","Cinematography","NO","One-Eyed Jacks"
"6117","1961 ","Cinematography","YES","West Side Story"
"6118","1961 ","Costume Design","NO","The Children's Hour"
"6119","1961 ","Costume Design","NO","Claudelle Inglish"
"6120","1961 ","Costume Design","NO","Judgment at Nuremberg"
"6121","1961 ","Costume Design","YES","La Dolce Vita"
"6122","1961 ","Costume Design","NO","Yojimbo"
"6123","1961 ","Costume Design","NO","Babes in Toyland"
"6124","1961 ","Costume Design","NO","Back Street"
"6125","1961 ","Costume Design","NO","Flower Drum Song"
"6126","1961 ","Costume Design","NO","Pocketful of Miracles"
"6127","1961 ","Costume Design","YES","West Side Story"
"6128","1961 ","Directing","NO","The Guns of Navarone"
"6129","1961 ","Directing","NO","The Hustler"
"6130","1961 ","Directing","NO","Judgment at Nuremberg"
"6131","1961 ","Directing","NO","La Dolce Vita"
"6132","1961 ","Directing","YES","West Side Story"
"6140","1961 ","Film Editing","NO","Fanny"
"6141","1961 ","Film Editing","NO","The Guns of Navarone"
"6142","1961 ","Film Editing","NO","Judgment at Nuremberg"
"6143","1961 ","Film Editing","NO","The Parent Trap"
"6144","1961 ","Film Editing","YES","West Side Story"
"6150","1961 ","Music (Scoring)","YES","Breakfast at Tiffany's"
"6151","1961 ","Music (Scoring)","NO","El Cid"
"6152","1961 ","Music (Scoring)","NO","Fanny"
"6153","1961 ","Music (Scoring)","NO","The Guns of Navarone"
"6154","1961 ","Music (Scoring)","NO","Summer and Smoke"
"6155","1961 ","Music (Scoring)","NO","Babes in Toyland"
"6156","1961 ","Music (Scoring)","NO","Flower Drum Song"
"6157","1961 ","Music (Scoring)","NO","Khovanshchina"
"6158","1961 ","Music (Scoring)","NO","Paris Blues"
"6159","1961 ","Music (Scoring)","YES","West Side Story"
"6160","1961 ","Music (Song)","NO","Bachelor in Paradise"
"6161","1961 ","Music (Song)","NO","El Cid"
"6162","1961 ","Music (Song)","YES","Breakfast at Tiffany's"
"6163","1961 ","Music (Song)","NO","Pocketful of Miracles"
"6164","1961 ","Music (Song)","NO","Town without Pity"
"6165","1961 ","Best Picture","NO","Fanny"
"6166","1961 ","Best Picture","NO","The Guns of Navarone"
"6167","1961 ","Best Picture","NO","The Hustler"
"6168","1961 ","Best Picture","NO","Judgment at Nuremberg"
"6169","1961 ","Best Picture","YES","West Side Story"
"6180","1961 ","Sound","NO","The Children's Hour"
"6181","1961 ","Sound","NO","Flower Drum Song"
"6182","1961 ","Sound","NO","The Guns of Navarone"
"6183","1961 ","Sound","NO","The Parent Trap"
"6184","1961 ","Sound","YES","West Side Story"
"6185","1961 ","Writing","NO","Breakfast at Tiffany's"
"6186","1961 ","Writing","NO","The Guns of Navarone"
"6187","1961 ","Writing","NO","The Hustler"
"6188","1961 ","Writing","YES","Judgment at Nuremberg"
"6189","1961 ","Writing","NO","West Side Story"
"6190","1961 ","Writing","NO","Ballad of a Soldier"
"6191","1961 ","Writing","NO","General Della Rovere"
"6192","1961 ","Writing","NO","La Dolce Vita"
"6193","1961 ","Writing","NO","Lover Come Back"
"6194","1961 ","Writing","YES","Splendor in the Grass"
"6207","1960 ","Actor -- Leading Role","NO","Sons and Lovers "
"6208","1960 ","Actor -- Leading Role","YES","Elmer Gantry "
"6209","1960 ","Actor -- Leading Role","NO","The Apartment "
"6210","1960 ","Actor -- Leading Role","NO","The Entertainer "
"6211","1960 ","Actor -- Leading Role","NO","Inherit the Wind "
"6212","1960 ","Actor -- Supporting Role","NO","Murder, Inc. "
"6213","1960 ","Actor -- Supporting Role","NO","The Apartment "
"6214","1960 ","Actor -- Supporting Role","NO","Exodus "
"6215","1960 ","Actor -- Supporting Role","YES","Spartacus "
"6216","1960 ","Actor -- Supporting Role","NO","The Alamo "
"6217","1960 ","Actress -- Leading Role","NO","Sunrise at Campobello "
"6218","1960 ","Actress -- Leading Role","NO","The Sundowners "
"6219","1960 ","Actress -- Leading Role","NO","The Apartment "
"6220","1960 ","Actress -- Leading Role","NO","Never on Sunday "
"6221","1960 ","Actress -- Leading Role","YES","Butterfield 8 "
"6222","1960 ","Actress -- Supporting Role","NO","The Sundowners "
"6223","1960 ","Actress -- Supporting Role","YES","Elmer Gantry "
"6224","1960 ","Actress -- Supporting Role","NO","The Dark at the Top of the Stairs "
"6225","1960 ","Actress -- Supporting Role","NO","Psycho "
"6226","1960 ","Actress -- Supporting Role","NO","Sons and Lovers "
"6228","1960 ","Art Direction","YES","The Apartment"
"6229","1960 ","Art Direction","NO","The Facts of Life"
"6230","1960 ","Art Direction","NO","Psycho"
"6231","1960 ","Art Direction","NO","Sons and Lovers"
"6232","1960 ","Art Direction","NO","Visit to a Small Planet"
"6233","1960 ","Art Direction","NO","Cimarron"
"6234","1960 ","Art Direction","NO","It Started in Naples"
"6235","1960 ","Art Direction","NO","Pepe"
"6236","1960 ","Art Direction","YES","Spartacus"
"6237","1960 ","Art Direction","NO","Sunrise at Campobello"
"6238","1960 ","Cinematography","NO","The Apartment"
"6239","1960 ","Cinematography","NO","The Facts of Life"
"6240","1960 ","Cinematography","NO","Inherit the Wind"
"6241","1960 ","Cinematography","NO","Psycho"
"6242","1960 ","Cinematography","YES","Sons and Lovers"
"6243","1960 ","Cinematography","NO","The Alamo"
"6244","1960 ","Cinematography","NO","Butterfield 8"
"6245","1960 ","Cinematography","NO","Exodus"
"6246","1960 ","Cinematography","NO","Pepe"
"6247","1960 ","Cinematography","YES","Spartacus"
"6248","1960 ","Costume Design","YES","The Facts of Life"
"6249","1960 ","Costume Design","NO","Never on Sunday"
"6250","1960 ","Costume Design","NO","The Rise and Fall of Legs Diamond"
"6251","1960 ","Costume Design","NO","Seven Thieves"
"6252","1960 ","Costume Design","NO","The Virgin Spring"
"6253","1960 ","Costume Design","NO","Can-Can"
"6254","1960 ","Costume Design","NO","Midnight Lace"
"6255","1960 ","Costume Design","NO","Pepe"
"6256","1960 ","Costume Design","YES","Spartacus"
"6257","1960 ","Costume Design","NO","Sunrise at Campobello"
"6258","1960 ","Directing","YES","The Apartment"
"6259","1960 ","Directing","NO","Never on Sunday"
"6260","1960 ","Directing","NO","Psycho"
"6261","1960 ","Directing","NO","Sons and Lovers"
"6262","1960 ","Directing","NO","The Sundowners"
"6270","1960 ","Film Editing","NO","The Alamo"
"6271","1960 ","Film Editing","YES","The Apartment"
"6272","1960 ","Film Editing","NO","Inherit the Wind"
"6273","1960 ","Film Editing","NO","Pepe"
"6274","1960 ","Film Editing","NO","Spartacus"
"6280","1960 ","Music (Scoring)","NO","The Alamo"
"6281","1960 ","Music (Scoring)","NO","Elmer Gantry"
"6282","1960 ","Music (Scoring)","YES","Exodus"
"6283","1960 ","Music (Scoring)","NO","The Magnificent Seven"
"6284","1960 ","Music (Scoring)","NO","Spartacus"
"6285","1960 ","Music (Scoring)","NO","Bells Are Ringing"
"6286","1960 ","Music (Scoring)","NO","Can-Can"
"6287","1960 ","Music (Scoring)","NO","Let's Make Love"
"6288","1960 ","Music (Scoring)","NO","Pepe"
"6289","1960 ","Music (Scoring)","YES","Song without End (The Story of Franz Liszt)"
"6290","1960 ","Music (Song)","NO","The Facts of Life"
"6291","1960 ","Music (Song)","NO","Pepe"
"6292","1960 ","Music (Song)","NO","The Alamo"
"6293","1960 ","Music (Song)","YES","Never on Sunday"
"6294","1960 ","Music (Song)","NO","High Time"
"6295","1960 ","Best Picture","NO","The Alamo"
"6296","1960 ","Best Picture","YES","The Apartment"
"6297","1960 ","Best Picture","NO","Elmer Gantry"
"6298","1960 ","Best Picture","NO","Sons and Lovers"
"6299","1960 ","Best Picture","NO","The Sundowners"
"6309","1960 ","Sound","YES","The Alamo"
"6310","1960 ","Sound","NO","The Apartment"
"6311","1960 ","Sound","NO","Cimarron"
"6312","1960 ","Sound","NO","Pepe"
"6313","1960 ","Sound","NO","Sunrise at Campobello"
"6314","1960 ","Writing","YES","Elmer Gantry"
"6315","1960 ","Writing","NO","Inherit the Wind"
"6316","1960 ","Writing","NO","Sons and Lovers"
"6317","1960 ","Writing","NO","The Sundowners"
"6318","1960 ","Writing","NO","Tunes of Glory"
"6319","1960 ","Writing","NO","The Angry Silence"
"6320","1960 ","Writing","YES","The Apartment"
"6321","1960 ","Writing","NO","The Facts of Life"
"6322","1960 ","Writing","NO","Hiroshima, Mon Amour"
"6323","1960 ","Writing","NO","Never on Sunday"
"6334","1959 ","Actor -- Leading Role","NO","Room at the Top "
"6335","1959 ","Actor -- Leading Role","YES","Ben-Hur "
"6336","1959 ","Actor -- Leading Role","NO","Some Like It Hot "
"6337","1959 ","Actor -- Leading Role","NO","The Last Angry Man "
"6338","1959 ","Actor -- Leading Role","NO","Anatomy of a Murder "
"6339","1959 ","Actor -- Supporting Role","YES","Ben-Hur "
"6340","1959 ","Actor -- Supporting Role","NO","Anatomy of a Murder "
"6341","1959 ","Actor -- Supporting Role","NO","Anatomy of a Murder "
"6342","1959 ","Actor -- Supporting Role","NO","The Young Philadelphians "
"6343","1959 ","Actor -- Supporting Role","NO","The Diary of Anne Frank "
"6344","1959 ","Actress -- Leading Role","NO","Pillow Talk "
"6345","1959 ","Actress -- Leading Role","NO","The Nun's Story "
"6346","1959 ","Actress -- Leading Role","NO","Suddenly, Last Summer "
"6347","1959 ","Actress -- Leading Role","YES","Room at the Top "
"6348","1959 ","Actress -- Leading Role","NO","Suddenly, Last Summer "
"6349","1959 ","Actress -- Supporting Role","NO","Room at the Top "
"6350","1959 ","Actress -- Supporting Role","NO","Imitation of Life "
"6351","1959 ","Actress -- Supporting Role","NO","Imitation of Life "
"6352","1959 ","Actress -- Supporting Role","NO","Pillow Talk "
"6353","1959 ","Actress -- Supporting Role","YES","The Diary of Anne Frank "
"6354","1959 ","Art Direction","NO","Career"
"6355","1959 ","Art Direction","YES","The Diary of Anne Frank"
"6356","1959 ","Art Direction","NO","The Last Angry Man"
"6357","1959 ","Art Direction","NO","Some Like It Hot"
"6358","1959 ","Art Direction","NO","Suddenly, Last Summer"
"6359","1959 ","Art Direction","YES","Ben-Hur"
"6360","1959 ","Art Direction","NO","The Big Fisherman"
"6361","1959 ","Art Direction","NO","Journey to the Center of the Earth"
"6362","1959 ","Art Direction","NO","North by Northwest"
"6363","1959 ","Art Direction","NO","Pillow Talk"
"6364","1959 ","Cinematography","NO","Anatomy of a Murder"
"6365","1959 ","Cinematography","NO","Career"
"6366","1959 ","Cinematography","YES","The Diary of Anne Frank"
"6367","1959 ","Cinematography","NO","Some Like It Hot"
"6368","1959 ","Cinematography","NO","The Young Philadelphians"
"6369","1959 ","Cinematography","YES","Ben-Hur"
"6370","1959 ","Cinematography","NO","The Big Fisherman"
"6371","1959 ","Cinematography","NO","The Five Pennies"
"6372","1959 ","Cinematography","NO","The Nun's Story"
"6373","1959 ","Cinematography","NO","Porgy and Bess"
"6374","1959 ","Costume Design","NO","Career"
"6375","1959 ","Costume Design","NO","The Diary of Anne Frank"
"6376","1959 ","Costume Design","NO","The Gazebo"
"6377","1959 ","Costume Design","YES","Some Like It Hot"
"6378","1959 ","Costume Design","NO","The Young Philadelphians"
"6379","1959 ","Costume Design","YES","Ben-Hur"
"6380","1959 ","Costume Design","NO","The Best of Everything"
"6381","1959 ","Costume Design","NO","The Big Fisherman"
"6382","1959 ","Costume Design","NO","The Five Pennies"
"6383","1959 ","Costume Design","NO","Porgy and Bess"
"6384","1959 ","Directing","YES","Ben-Hur"
"6385","1959 ","Directing","NO","The Diary of Anne Frank"
"6386","1959 ","Directing","NO","The Nun's Story"
"6387","1959 ","Directing","NO","Room at the Top"
"6388","1959 ","Directing","NO","Some Like It Hot"
"6394","1959 ","Film Editing","NO","Anatomy of a Murder"
"6395","1959 ","Film Editing","YES","Ben-Hur"
"6396","1959 ","Film Editing","NO","North by Northwest"
"6397","1959 ","Film Editing","NO","The Nun's Story"
"6398","1959 ","Film Editing","NO","On the Beach"
"6404","1959 ","Music (Scoring)","YES","Ben-Hur"
"6405","1959 ","Music (Scoring)","NO","The Diary of Anne Frank"
"6406","1959 ","Music (Scoring)","NO","The Nun's Story"
"6407","1959 ","Music (Scoring)","NO","On the Beach"
"6408","1959 ","Music (Scoring)","NO","Pillow Talk"
"6409","1959 ","Music (Scoring)","NO","The Five Pennies"
"6410","1959 ","Music (Scoring)","NO","Li'l Abner"
"6411","1959 ","Music (Scoring)","YES","Porgy and Bess"
"6412","1959 ","Music (Scoring)","NO","Say One for Me"
"6413","1959 ","Music (Scoring)","NO","Sleeping Beauty"
"6414","1959 ","Music (Song)","NO","The Best of Everything"
"6415","1959 ","Music (Song)","NO","The Five Pennies"
"6416","1959 ","Music (Song)","NO","The Hanging Tree"
"6417","1959 ","Music (Song)","YES","A Hole in the Head"
"6418","1959 ","Music (Song)","NO","The Young Land"
"6419","1959 ","Best Picture","NO","Anatomy of a Murder"
"6420","1959 ","Best Picture","YES","Ben-Hur"
"6421","1959 ","Best Picture","NO","The Diary of Anne Frank"
"6422","1959 ","Best Picture","NO","The Nun's Story"
"6423","1959 ","Best Picture","NO","Room at the Top"
"6433","1959 ","Sound","YES","Ben-Hur"
"6434","1959 ","Sound","NO","Journey to the Center of the Earth"
"6435","1959 ","Sound","NO","Libel!"
"6436","1959 ","Sound","NO","The Nun's Story"
"6437","1959 ","Sound","NO","Porgy and Bess"
"6438","1959 ","Writing","NO","Anatomy of a Murder"
"6439","1959 ","Writing","NO","Ben-Hur"
"6440","1959 ","Writing","NO","The Nun's Story"
"6441","1959 ","Writing","YES","Room at the Top"
"6442","1959 ","Writing","NO","Some Like It Hot"
"6443","1959 ","Writing","NO","The 400 Blows"
"6444","1959 ","Writing","NO","North by Northwest"
"6445","1959 ","Writing","NO","Operation Petticoat"
"6446","1959 ","Writing","YES","Pillow Talk"
"6447","1959 ","Writing","NO","Wild Strawberries"
"6460","1958 ","Actor -- Leading Role","NO","The Defiant Ones "
"6461","1958 ","Actor -- Leading Role","NO","Cat on a Hot Tin Roof "
"6462","1958 ","Actor -- Leading Role","YES","Separate Tables "
"6463","1958 ","Actor -- Leading Role","NO","The Defiant Ones "
"6464","1958 ","Actor -- Leading Role","NO","The Old Man and the Sea "
"6465","1958 ","Actor -- Supporting Role","NO","The Defiant Ones "
"6466","1958 ","Actor -- Supporting Role","NO","The Brothers Karamazov "
"6467","1958 ","Actor -- Supporting Role","YES","The Big Country "
"6468","1958 ","Actor -- Supporting Role","NO","Some Came Running "
"6469","1958 ","Actor -- Supporting Role","NO","Teacher's Pet "
"6470","1958 ","Actress -- Leading Role","YES","I Want to Live! "
"6471","1958 ","Actress -- Leading Role","NO","Separate Tables "
"6472","1958 ","Actress -- Leading Role","NO","Some Came Running "
"6473","1958 ","Actress -- Leading Role","NO","Auntie Mame "
"6474","1958 ","Actress -- Leading Role","NO","Cat on a Hot Tin Roof "
"6475","1958 ","Actress -- Supporting Role","NO","Auntie Mame "
"6476","1958 ","Actress -- Supporting Role","YES","Separate Tables "
"6477","1958 ","Actress -- Supporting Role","NO","Some Came Running "
"6478","1958 ","Actress -- Supporting Role","NO","Lonelyhearts "
"6479","1958 ","Actress -- Supporting Role","NO","The Defiant Ones "
"6480","1958 ","Art Direction","NO","Auntie Mame"
"6481","1958 ","Art Direction","NO","Bell, Book and Candle"
"6482","1958 ","Art Direction","NO","A Certain Smile"
"6483","1958 ","Art Direction","YES","Gigi"
"6484","1958 ","Art Direction","NO","Vertigo"
"6485","1958 ","Cinematography","YES","The Defiant Ones"
"6486","1958 ","Cinematography","NO","Desire under the Elms"
"6487","1958 ","Cinematography","NO","I Want to Live!"
"6488","1958 ","Cinematography","NO","Separate Tables"
"6489","1958 ","Cinematography","NO","The Young Lions"
"6490","1958 ","Cinematography","NO","Auntie Mame"
"6491","1958 ","Cinematography","NO","Cat on a Hot Tin Roof"
"6492","1958 ","Cinematography","YES","Gigi"
"6493","1958 ","Cinematography","NO","The Old Man and the Sea"
"6494","1958 ","Cinematography","NO","South Pacific"
"6495","1958 ","Costume Design","NO","Bell, Book and Candle"
"6496","1958 ","Costume Design","NO","The Buccaneer"
"6497","1958 ","Costume Design","NO","A Certain Smile"
"6498","1958 ","Costume Design","YES","Gigi"
"6499","1958 ","Costume Design","NO","Some Came Running"
"6500","1958 ","Directing","NO","Cat on a Hot Tin Roof"
"6501","1958 ","Directing","NO","The Defiant Ones"
"6502","1958 ","Directing","YES","Gigi"
"6503","1958 ","Directing","NO","I Want to Live!"
"6504","1958 ","Directing","NO","The Inn of the Sixth Happiness"
"6514","1958 ","Film Editing","NO","Auntie Mame"
"6515","1958 ","Film Editing","NO","Cowboy"
"6516","1958 ","Film Editing","NO","The Defiant Ones"
"6517","1958 ","Film Editing","YES","Gigi"
"6518","1958 ","Film Editing","NO","I Want to Live!"
"6524","1958 ","Music (Scoring)","NO","The Big Country"
"6525","1958 ","Music (Scoring)","YES","The Old Man and the Sea"
"6526","1958 ","Music (Scoring)","NO","Separate Tables"
"6527","1958 ","Music (Scoring)","NO","White Wilderness"
"6528","1958 ","Music (Scoring)","NO","The Young Lions"
"6529","1958 ","Music (Scoring)","NO","The Bolshoi Ballet"
"6530","1958 ","Music (Scoring)","NO","Damn Yankees"
"6531","1958 ","Music (Scoring)","YES","Gigi"
"6532","1958 ","Music (Scoring)","NO","Mardi Gras"
"6533","1958 ","Music (Scoring)","NO","South Pacific"
"6534","1958 ","Music (Song)","NO","Houseboat"
"6535","1958 ","Music (Song)","NO","A Certain Smile"
"6536","1958 ","Music (Song)","YES","Gigi"
"6537","1958 ","Music (Song)","NO","Some Came Running"
"6538","1958 ","Music (Song)","NO","Marjorie Morningstar"
"6539","1958 ","Best Picture","NO","Auntie Mame"
"6540","1958 ","Best Picture","NO","Cat on a Hot Tin Roof"
"6541","1958 ","Best Picture","NO","The Defiant Ones"
"6542","1958 ","Best Picture","YES","Gigi"
"6543","1958 ","Best Picture","NO","Separate Tables"
"6552","1958 ","Sound","NO","I Want to Live!"
"6553","1958 ","Sound","YES","South Pacific"
"6554","1958 ","Sound","NO","A Time to Love and a Time to Die"
"6555","1958 ","Sound","NO","Vertigo"
"6556","1958 ","Sound","NO","The Young Lions"
"6557","1958 ","Writing","NO","Cat on a Hot Tin Roof"
"6558","1958 ","Writing","YES","Gigi"
"6559","1958 ","Writing","NO","The Horse's Mouth"
"6560","1958 ","Writing","NO","I Want to Live!"
"6561","1958 ","Writing","NO","Separate Tables"
"6562","1958 ","Writing","YES","The Defiant Ones"
"6563","1958 ","Writing","NO","The Goddess"
"6564","1958 ","Writing","NO","Houseboat"
"6565","1958 ","Writing","NO","The Sheepman"
"6566","1958 ","Writing","NO","Teacher's Pet"
"6575","1957 ","Actor -- Leading Role","NO","Sayonara "
"6576","1957 ","Actor -- Leading Role","NO","A Hatful of Rain "
"6577","1957 ","Actor -- Leading Role","YES","The Bridge on the River Kwai "
"6578","1957 ","Actor -- Leading Role","NO","Witness for the Prosecution "
"6579","1957 ","Actor -- Leading Role","NO","Wild Is the Wind "
"6580","1957 ","Actor -- Supporting Role","YES","Sayonara "
"6581","1957 ","Actor -- Supporting Role","NO","A Farewell to Arms "
"6582","1957 ","Actor -- Supporting Role","NO","The Bridge on the River Kwai "
"6583","1957 ","Actor -- Supporting Role","NO","Peyton Place "
"6584","1957 ","Actor -- Supporting Role","NO","Peyton Place "
"6585","1957 ","Actress -- Leading Role","NO","Heaven Knows, Mr. Allison "
"6586","1957 ","Actress -- Leading Role","NO","Wild Is the Wind "
"6587","1957 ","Actress -- Leading Role","NO","Raintree County "
"6588","1957 ","Actress -- Leading Role","NO","Peyton Place "
"6589","1957 ","Actress -- Leading Role","YES","The Three Faces of Eve "
"6590","1957 ","Actress -- Supporting Role","NO","The Bachelor Party "
"6591","1957 ","Actress -- Supporting Role","NO","Witness for the Prosecution "
"6592","1957 ","Actress -- Supporting Role","NO","Peyton Place "
"6593","1957 ","Actress -- Supporting Role","YES","Sayonara "
"6594","1957 ","Actress -- Supporting Role","NO","Peyton Place "
"6595","1957 ","Art Direction","NO","Funny Face"
"6596","1957 ","Art Direction","NO","Les Girls"
"6597","1957 ","Art Direction","NO","Pal Joey"
"6598","1957 ","Art Direction","NO","Raintree County"
"6599","1957 ","Art Direction","YES","Sayonara"
"6600","1957 ","Cinematography","NO","An Affair to Remember"
"6601","1957 ","Cinematography","YES","The Bridge on the River Kwai"
"6602","1957 ","Cinematography","NO","Funny Face"
"6603","1957 ","Cinematography","NO","Peyton Place"
"6604","1957 ","Cinematography","NO","Sayonara"
"6605","1957 ","Costume Design","NO","An Affair to Remember"
"6606","1957 ","Costume Design","NO","Funny Face"
"6607","1957 ","Costume Design","YES","Les Girls"
"6608","1957 ","Costume Design","NO","Pal Joey"
"6609","1957 ","Costume Design","NO","Raintree County"
"6610","1957 ","Directing","YES","The Bridge on the River Kwai"
"6611","1957 ","Directing","NO","Peyton Place"
"6612","1957 ","Directing","NO","Sayonara"
"6613","1957 ","Directing","NO","12 Angry Men"
"6614","1957 ","Directing","NO","Witness for the Prosecution"
"6618","1957 ","Film Editing","YES","The Bridge on the River Kwai"
"6619","1957 ","Film Editing","NO","Gunfight at the O.K. Corral"
"6620","1957 ","Film Editing","NO","Pal Joey"
"6621","1957 ","Film Editing","NO","Sayonara"
"6622","1957 ","Film Editing","NO","Witness for the Prosecution"
"6628","1957 ","Music (Scoring)","NO","An Affair to Remember"
"6629","1957 ","Music (Scoring)","NO","Boy on a Dolphin"
"6630","1957 ","Music (Scoring)","YES","The Bridge on the River Kwai"
"6631","1957 ","Music (Scoring)","NO","Perri"
"6632","1957 ","Music (Scoring)","NO","Raintree County"
"6633","1957 ","Music (Song)","NO","An Affair to Remember"
"6634","1957 ","Music (Song)","YES","The Joker Is Wild"
"6635","1957 ","Music (Song)","NO","April Love"
"6636","1957 ","Music (Song)","NO","Tammy and the Bachelor"
"6637","1957 ","Music (Song)","NO","Wild Is the Wind"
"6638","1957 ","Best Picture","YES","The Bridge on the River Kwai"
"6639","1957 ","Best Picture","NO","Peyton Place"
"6640","1957 ","Best Picture","NO","Sayonara"
"6641","1957 ","Best Picture","NO","12 Angry Men"
"6642","1957 ","Best Picture","NO","Witness for the Prosecution"
"6653","1957 ","Sound","NO","Gunfight at the O.K. Corral"
"6654","1957 ","Sound","NO","Les Girls"
"6655","1957 ","Sound","NO","Pal Joey"
"6656","1957 ","Sound","YES","Sayonara"
"6657","1957 ","Sound","NO","Witness for the Prosecution"
"6658","1957 ","Writing","YES","The Bridge on the River Kwai"
"6659","1957 ","Writing","NO","Heaven Knows, Mr. Allison"
"6660","1957 ","Writing","NO","Peyton Place"
"6661","1957 ","Writing","NO","Sayonara"
"6662","1957 ","Writing","NO","12 Angry Men"
"6663","1957 ","Writing","YES","Designing Woman"
"6664","1957 ","Writing","NO","Funny Face"
"6665","1957 ","Writing","NO","Man of a Thousand Faces"
"6666","1957 ","Writing","NO","The Tin Star"
"6667","1957 ","Writing","NO","Vitelloni"
"6681","1956 ","Actor -- Leading Role","YES","The King and I "
"6682","1956 ","Actor -- Leading Role","NO","Giant "
"6683","1956 ","Actor -- Leading Role","NO","Lust for Life "
"6684","1956 ","Actor -- Leading Role","NO","Giant "
"6685","1956 ","Actor -- Leading Role","NO","Richard III "
"6686","1956 ","Actor -- Supporting Role","NO","Bus Stop "
"6687","1956 ","Actor -- Supporting Role","NO","Friendly Persuasion "
"6688","1956 ","Actor -- Supporting Role","YES","Lust for Life "
"6689","1956 ","Actor -- Supporting Role","NO","The Bold and the Brave "
"6690","1956 ","Actor -- Supporting Role","NO","Written on the Wind "
"6691","1956 ","Actress -- Leading Role","NO","Baby Doll "
"6692","1956 ","Actress -- Leading Role","YES","Anastasia "
"6693","1956 ","Actress -- Leading Role","NO","The Rainmaker "
"6694","1956 ","Actress -- Leading Role","NO","The Bad Seed "
"6695","1956 ","Actress -- Leading Role","NO","The King and I "
"6696","1956 ","Actress -- Supporting Role","NO","Baby Doll "
"6697","1956 ","Actress -- Supporting Role","NO","The Bad Seed "
"6698","1956 ","Actress -- Supporting Role","NO","Giant "
"6699","1956 ","Actress -- Supporting Role","NO","The Bad Seed "
"6700","1956 ","Actress -- Supporting Role","YES","Written on the Wind "
"6701","1956 ","Art Direction","NO","The Magnificent Seven"
"6702","1956 ","Art Direction","NO","The Proud and Profane"
"6703","1956 ","Art Direction","NO","The Solid Gold Cadillac"
"6704","1956 ","Art Direction","YES","Somebody Up There Likes Me"
"6705","1956 ","Art Direction","NO","Teenage Rebel"
"6706","1956 ","Art Direction","NO","Around the World in 80 Days"
"6707","1956 ","Art Direction","NO","Giant"
"6708","1956 ","Art Direction","YES","The King and I"
"6709","1956 ","Art Direction","NO","Lust for Life"
"6710","1956 ","Art Direction","NO","The Ten Commandments"
"6711","1956 ","Cinematography","NO","Baby Doll"
"6712","1956 ","Cinematography","NO","The Bad Seed"
"6713","1956 ","Cinematography","NO","The Harder They Fall"
"6714","1956 ","Cinematography","YES","Somebody Up There Likes Me"
"6715","1956 ","Cinematography","NO","Stagecoach to Fury"
"6716","1956 ","Cinematography","YES","Around the World in 80 Days"
"6717","1956 ","Cinematography","NO","The Eddy Duchin Story"
"6718","1956 ","Cinematography","NO","The King and I"
"6719","1956 ","Cinematography","NO","The Ten Commandments"
