"","Year","Award","Winner","Nominee"
"9394","1938 ","Best Picture","NO","Test Pilot"
"9395","1938 ","Best Picture","YES","You Can't Take It with You"
"9407","1938 ","Sound","NO","Army Girl"
"9408","1938 ","Sound","YES","The Cowboy and the Lady"
"9409","1938 ","Sound","NO","Four Daughters"
"9410","1938 ","Sound","NO","If I Were King"
"9411","1938 ","Sound","NO","Merrily We Live"
"9412","1938 ","Sound","NO","Suez"
"9413","1938 ","Sound","NO","Sweethearts"
"9414","1938 ","Sound","NO","That Certain Age"
"9415","1938 ","Sound","NO","Vivacious Lady"
"9416","1938 ","Sound","NO","You Can't Take It with You"
"9417","1938 ","Writing","NO","Alexander's Ragtime Band"
"9418","1938 ","Writing","NO","Angels with Dirty Faces"
"9419","1938 ","Writing","NO","Blockade"
"9420","1938 ","Writing","YES","Boys Town"
"9421","1938 ","Writing","NO","Mad about Music"
"9422","1938 ","Writing","NO","Test Pilot"
"9423","1938 ","Writing","NO","Boys Town"
"9424","1938 ","Writing","NO","The Citadel"
"9425","1938 ","Writing","NO","Four Daughters"
"9426","1938 ","Writing","YES","Pygmalion"
"9427","1938 ","Writing","NO","You Can't Take It with You"
"9444","1937 ","Actor -- Leading Role","NO","Conquest "
"9445","1937 ","Actor -- Leading Role","NO","A Star Is Born "
"9446","1937 ","Actor -- Leading Role","NO","Night Must Fall "
"9447","1937 ","Actor -- Leading Role","NO","The Life of Emile Zola "
"9448","1937 ","Actor -- Leading Role","YES","Captains Courageous "
"9449","1937 ","Actor -- Supporting Role","NO","The Awful Truth "
"9450","1937 ","Actor -- Supporting Role","NO","The Hurricane "
"9451","1937 ","Actor -- Supporting Role","YES","The Life of Emile Zola "
"9452","1937 ","Actor -- Supporting Role","NO","Lost Horizon "
"9453","1937 ","Actor -- Supporting Role","NO","Topper "
"9454","1937 ","Actress -- Leading Role","NO","The Awful Truth "
"9455","1937 ","Actress -- Leading Role","NO","Camille "
"9456","1937 ","Actress -- Leading Role","NO","A Star Is Born "
"9457","1937 ","Actress -- Leading Role","YES","The Good Earth "
"9458","1937 ","Actress -- Leading Role","NO","Stella Dallas "
"9459","1937 ","Actress -- Supporting Role","YES","In Old Chicago "
"9460","1937 ","Actress -- Supporting Role","NO","Stage Door "
"9461","1937 ","Actress -- Supporting Role","NO","Stella Dallas "
"9462","1937 ","Actress -- Supporting Role","NO","Dead End "
"9463","1937 ","Actress -- Supporting Role","NO","Night Must Fall "
"9464","1937 ","Art Direction","NO","Conquest"
"9465","1937 ","Art Direction","NO","A Damsel in Distress"
"9466","1937 ","Art Direction","NO","Dead End"
"9467","1937 ","Art Direction","NO","Every Day's a Holiday"
"9468","1937 ","Art Direction","NO","The Life of Emile Zola"
"9469","1937 ","Art Direction","YES","Lost Horizon"
"9470","1937 ","Art Direction","NO","Manhattan Merry-Go-Round"
"9471","1937 ","Art Direction","NO","The Prisoner of Zenda"
"9472","1937 ","Art Direction","NO","Souls at Sea"
"9473","1937 ","Art Direction","NO","Walter Wanger's Vogues of 1938"
"9474","1937 ","Art Direction","NO","Wee Willie Winkie"
"9475","1937 ","Art Direction","NO","You're a Sweetheart"
"9476","1937 ","Cinematography","NO","Dead End"
"9477","1937 ","Cinematography","YES","The Good Earth"
"9478","1937 ","Cinematography","NO","Wings over Honolulu"
"9479","1937 ","Cinematography","YES","To W. Howard Greene for the color photography of A Star Is Born. (This Award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year.)"
"9480","1937 ","Directing","YES","The Awful Truth"
"9481","1937 ","Directing","NO","The Good Earth"
"9482","1937 ","Directing","NO","The Life of Emile Zola"
"9483","1937 ","Directing","NO","Stage Door"
"9484","1937 ","Directing","NO","A Star Is Born"
"9485","1937 ","Film Editing","NO","The Awful Truth"
"9486","1937 ","Film Editing","NO","Captains Courageous"
"9487","1937 ","Film Editing","NO","The Good Earth"
"9488","1937 ","Film Editing","YES","Lost Horizon"
"9489","1937 ","Film Editing","NO","One Hundred Men and a Girl"
"9490","1937 ","Music (Scoring)","NO","The Hurricane"
"9491","1937 ","Music (Scoring)","NO","In Old Chicago"
"9492","1937 ","Music (Scoring)","NO","The Life of Emile Zola"
"9493","1937 ","Music (Scoring)","NO","Lost Horizon"
"9494","1937 ","Music (Scoring)","NO","Make a Wish"
"9495","1937 ","Music (Scoring)","NO","Maytime"
"9496","1937 ","Music (Scoring)","YES","One Hundred Men and a Girl"
"9497","1937 ","Music (Scoring)","NO","Portia on Trial"
"9498","1937 ","Music (Scoring)","NO","The Prisoner of Zenda"
"9499","1937 ","Music (Scoring)","NO","Quality Street"
"9500","1937 ","Music (Scoring)","NO","Snow White and the Seven Dwarfs"
"9501","1937 ","Music (Scoring)","NO","Something to Sing About"
"9502","1937 ","Music (Scoring)","NO","Souls at Sea"
"9503","1937 ","Music (Scoring)","NO","Way Out West"
"9504","1937 ","Music (Song)","NO","Mr. Dodd Takes the Air"
"9505","1937 ","Music (Song)","YES","Waikiki Wedding"
"9506","1937 ","Music (Song)","NO","Walter Wanger's Vogues of 1938"
"9507","1937 ","Music (Song)","NO","Shall We Dance"
"9508","1937 ","Music (Song)","NO","Artists and Models"
"9509","1937 ","Best Picture","NO","The Awful Truth"
"9510","1937 ","Best Picture","NO","Captains Courageous"
"9511","1937 ","Best Picture","NO","Dead End"
"9512","1937 ","Best Picture","NO","The Good Earth"
"9513","1937 ","Best Picture","NO","In Old Chicago"
"9514","1937 ","Best Picture","YES","The Life of Emile Zola"
"9515","1937 ","Best Picture","NO","Lost Horizon"
"9516","1937 ","Best Picture","NO","One Hundred Men and a Girl"
"9517","1937 ","Best Picture","NO","Stage Door"
"9518","1937 ","Best Picture","NO","A Star Is Born"
"9531","1937 ","Sound","NO","The Girl Said No"
"9532","1937 ","Sound","NO","Hitting a New High"
"9533","1937 ","Sound","YES","The Hurricane"
"9534","1937 ","Sound","NO","In Old Chicago"
"9535","1937 ","Sound","NO","The Life of Emile Zola"
"9536","1937 ","Sound","NO","Lost Horizon"
"9537","1937 ","Sound","NO","Maytime"
"9538","1937 ","Sound","NO","One Hundred Men and a Girl"
"9539","1937 ","Sound","NO","Topper"
"9540","1937 ","Sound","NO","Wells Fargo"
"9541","1937 ","Writing","NO","Black Legion"
"9542","1937 ","Writing","NO","In Old Chicago"
"9543","1937 ","Writing","NO","The Life of Emile Zola"
"9544","1937 ","Writing","NO","One Hundred Men and a Girl"
"9545","1937 ","Writing","YES","A Star Is Born"
"9546","1937 ","Writing","NO","The Awful Truth"
"9547","1937 ","Writing","NO","Captains Courageous"
"9548","1937 ","Writing","YES","The Life of Emile Zola"
"9549","1937 ","Writing","NO","Stage Door"
"9550","1937 ","Writing","NO","A Star Is Born"
"9579","1936 ","Actor -- Leading Role","NO","Mr. Deeds Goes to Town "
"9580","1936 ","Actor -- Leading Role","NO","Dodsworth "
"9581","1936 ","Actor -- Leading Role","YES","The Story of Louis Pasteur "
"9582","1936 ","Actor -- Leading Role","NO","My Man Godfrey "
"9583","1936 ","Actor -- Leading Role","NO","San Francisco "
"9584","1936 ","Actor -- Supporting Role","NO","My Man Godfrey "
"9585","1936 ","Actor -- Supporting Role","YES","Come and Get It "
"9586","1936 ","Actor -- Supporting Role","NO","Pigskin Parade "
"9587","1936 ","Actor -- Supporting Role","NO","Romeo and Juliet "
"9588","1936 ","Actor -- Supporting Role","NO","The General Died at Dawn "
"9589","1936 ","Actress -- Leading Role","NO","Theodora Goes Wild "
"9590","1936 ","Actress -- Leading Role","NO","Valiant Is the Word for Carrie "
"9591","1936 ","Actress -- Leading Role","NO","My Man Godfrey "
"9592","1936 ","Actress -- Leading Role","YES","The Great Ziegfeld "
"9593","1936 ","Actress -- Leading Role","NO","Romeo and Juliet "
"9594","1936 ","Actress -- Supporting Role","NO","The Gorgeous Hussy "
"9595","1936 ","Actress -- Supporting Role","NO","My Man Godfrey "
"9596","1936 ","Actress -- Supporting Role","NO","These Three "
"9597","1936 ","Actress -- Supporting Role","NO","Dodsworth "
"9598","1936 ","Actress -- Supporting Role","YES","Anthony Adverse "
"9599","1936 ","Art Direction","NO","Anthony Adverse"
"9600","1936 ","Art Direction","YES","Dodsworth"
"9601","1936 ","Art Direction","NO","The Great Ziegfeld"
"9602","1936 ","Art Direction","NO","Lloyds of London"
"9603","1936 ","Art Direction","NO","The Magnificent Brute"
"9604","1936 ","Art Direction","NO","Romeo and Juliet"
"9605","1936 ","Art Direction","NO","Winterset"
"9606","1936 ","Cinematography","YES","Anthony Adverse"
"9607","1936 ","Cinematography","NO","The General Died at Dawn"
"9608","1936 ","Cinematography","NO","The Gorgeous Hussy"
"9609","1936 ","Cinematography","YES","To W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production, The Garden of Allah."
"9610","1936 ","Directing","NO","Dodsworth"
"9611","1936 ","Directing","NO","The Great Ziegfeld"
"9612","1936 ","Directing","YES","Mr. Deeds Goes to Town"
"9613","1936 ","Directing","NO","My Man Godfrey"
"9614","1936 ","Directing","NO","San Francisco"
"9615","1936 ","Film Editing","YES","Anthony Adverse"
"9616","1936 ","Film Editing","NO","Come and Get It"
"9617","1936 ","Film Editing","NO","The Great Ziegfeld"
"9618","1936 ","Film Editing","NO","Lloyds of London"
"9619","1936 ","Film Editing","NO","A Tale of Two Cities"
"9620","1936 ","Film Editing","NO","Theodora Goes Wild"
"9621","1936 ","Music (Scoring)","YES","Anthony Adverse"
"9622","1936 ","Music (Scoring)","NO","The Charge of the Light Brigade"
"9623","1936 ","Music (Scoring)","NO","The Garden of Allah"
"9624","1936 ","Music (Scoring)","NO","The General Died at Dawn"
"9625","1936 ","Music (Scoring)","NO","Winterset"
"9626","1936 ","Music (Song)","NO","Suzy"
"9627","1936 ","Music (Song)","NO","Born to Dance"
"9628","1936 ","Music (Song)","NO","Trail of the Lonesome Pine"
"9629","1936 ","Music (Song)","NO","Pennies from Heaven"
"9630","1936 ","Music (Song)","YES","Swing Time"
"9631","1936 ","Music (Song)","NO","Sing, Baby, Sing"
"9632","1936 ","Best Picture","NO","Anthony Adverse"
"9633","1936 ","Best Picture","NO","Dodsworth"
"9634","1936 ","Best Picture","YES","The Great Ziegfeld"
"9635","1936 ","Best Picture","NO","Libeled Lady"
"9636","1936 ","Best Picture","NO","Mr. Deeds Goes to Town"
"9637","1936 ","Best Picture","NO","Romeo and Juliet"
"9638","1936 ","Best Picture","NO","San Francisco"
"9639","1936 ","Best Picture","NO","The Story of Louis Pasteur"
"9640","1936 ","Best Picture","NO","A Tale of Two Cities"
"9641","1936 ","Best Picture","NO","Three Smart Girls"
"9654","1936 ","Sound","NO","Banjo on My Knee"
"9655","1936 ","Sound","NO","The Charge of the Light Brigade"
"9656","1936 ","Sound","NO","Dodsworth"
"9657","1936 ","Sound","NO","General Spanky"
"9658","1936 ","Sound","NO","Mr. Deeds Goes to Town"
"9659","1936 ","Sound","YES","San Francisco"
"9660","1936 ","Sound","NO","The Texas Rangers"
"9661","1936 ","Sound","NO","That Girl from Paris"
"9662","1936 ","Sound","NO","Three Smart Girls"
"9663","1936 ","Writing","NO","Fury"
"9664","1936 ","Writing","NO","The Great Ziegfeld"
"9665","1936 ","Writing","NO","San Francisco"
"9666","1936 ","Writing","YES","The Story of Louis Pasteur"
"9667","1936 ","Writing","NO","Three Smart Girls"
"9668","1936 ","Writing","NO","After the Thin Man"
"9669","1936 ","Writing","NO","Dodsworth"
"9670","1936 ","Writing","NO","Mr. Deeds Goes to Town"
"9671","1936 ","Writing","NO","My Man Godfrey"
"9672","1936 ","Writing","YES","The Story of Louis Pasteur"
"9694","1935 ","Actor -- Leading Role","NO","Mutiny on the Bounty "
"9695","1935 ","Actor -- Leading Role","NO","Mutiny on the Bounty  "
"9696","1935 ","Actor -- Leading Role","YES","The Informer "
"9697","1935 ","Actor -- Leading Role","NO","Black Fury  "
"9698","1935 ","Actor -- Leading Role","NO","Mutiny on the Bounty "
"9699","1935 ","Actress -- Leading Role","NO","Escape Me Never  "
"9700","1935 ","Actress -- Leading Role","NO","Private Worlds "
"9701","1935 ","Actress -- Leading Role","YES","Dangerous "
"9702","1935 ","Actress -- Leading Role","NO","Alice Adams  "
"9703","1935 ","Actress -- Leading Role","NO","Becky Sharp "
"9704","1935 ","Actress -- Leading Role","NO","The Dark Angel "
"9705","1935 ","Art Direction","YES","The Dark Angel"
"9706","1935 ","Art Direction","NO","The Lives of a Bengal Lancer"
"9707","1935 ","Art Direction","NO","Top Hat"
"9708","1935 ","Cinematography","NO","Barbary Coast"
"9709","1935 ","Cinematography","NO","The Crusades"
"9710","1935 ","Cinematography","NO","Les Miserables"
"9711","1935 ","Cinematography","YES","A Midsummer Night's Dream"
"9712","1935 ","Directing","NO","Captain Blood"
"9713","1935 ","Directing","YES","The Informer"
"9714","1935 ","Directing","NO","The Lives of a Bengal Lancer"
"9715","1935 ","Directing","NO","Mutiny on the Bounty"
"9716","1935 ","Film Editing","NO","David Copperfield"
"9717","1935 ","Film Editing","NO","The Informer"
"9718","1935 ","Film Editing","NO","Les Miserables"
"9719","1935 ","Film Editing","NO","The Lives of a Bengal Lancer"
"9720","1935 ","Film Editing","YES","A Midsummer Night's Dream"
"9721","1935 ","Film Editing","NO","Mutiny on the Bounty"
"9722","1935 ","Music (Scoring)","NO","Captain Blood"
"9723","1935 ","Music (Scoring)","YES","The Informer"
"9724","1935 ","Music (Scoring)","NO","Mutiny on the Bounty"
"9725","1935 ","Music (Scoring)","NO","Peter Ibbetson"
"9726","1935 ","Music (Song)","NO","Top Hat"
"9727","1935 ","Music (Song)","NO","Roberta"
"9728","1935 ","Music (Song)","YES","Gold Diggers of 1935"
"9729","1935 ","Best Picture","NO","Alice Adams"
"9730","1935 ","Best Picture","NO","Broadway Melody of 1936"
"9731","1935 ","Best Picture","NO","Captain Blood"
"9732","1935 ","Best Picture","NO","David Copperfield"
"9733","1935 ","Best Picture","NO","The Informer"
"9734","1935 ","Best Picture","NO","Les Miserables"
"9735","1935 ","Best Picture","NO","The Lives of a Bengal Lancer"
"9736","1935 ","Best Picture","NO","A Midsummer Night's Dream"
"9737","1935 ","Best Picture","YES","Mutiny on the Bounty"
"9738","1935 ","Best Picture","NO","Naughty Marietta"
"9739","1935 ","Best Picture","NO","Ruggles of Red Gap"
"9740","1935 ","Best Picture","NO","Top Hat"
"9750","1935 ","Sound","NO","Bride of Frankenstein"
"9751","1935 ","Sound","NO","Captain Blood"
"9752","1935 ","Sound","NO","The Dark Angel"
"9753","1935 ","Sound","NO","I Dream Too Much"
"9754","1935 ","Sound","NO","The Lives of a Bengal Lancer"
"9755","1935 ","Sound","NO","Love Me Forever"
"9756","1935 ","Sound","YES","Naughty Marietta"
"9757","1935 ","Sound","NO","$1,000 a Minute"
"9758","1935 ","Sound","NO","Thanks a Million"
"9759","1935 ","Writing","NO","Broadway Melody of 1936"
"9760","1935 ","Writing","NO","G-Men"
"9761","1935 ","Writing","NO","The Gay Deception"
"9762","1935 ","Writing","YES","The Scoundrel"
"9763","1935 ","Writing","NO","Captain Blood"
"9764","1935 ","Writing","YES","The Informer"
"9765","1935 ","Writing","NO","The Lives of a Bengal Lancer"
"9766","1935 ","Writing","NO","Mutiny on the Bounty"
"9789","1934 ","Actor -- Leading Role","YES","It Happened One Night "
"9790","1934 ","Actor -- Leading Role","NO","The Affairs of Cellini  "
"9791","1934 ","Actor -- Leading Role","NO","The Thin Man  "
"9792","1934 ","Actress -- Leading Role","YES","It Happened One Night "
"9793","1934 ","Actress -- Leading Role","NO","Of Human Bondage  "
"9794","1934 ","Actress -- Leading Role","NO","One Night of Love "
"9795","1934 ","Actress -- Leading Role","NO","The Barretts of Wimpole Street  "
"9797","1934 ","Art Direction","NO","The Affairs of Cellini"
"9798","1934 ","Art Direction","NO","The Gay Divorcee"
"9799","1934 ","Art Direction","YES","The Merry Widow"
"9800","1934 ","Cinematography","NO","The Affairs of Cellini"
"9801","1934 ","Cinematography","YES","Cleopatra"
"9802","1934 ","Cinematography","NO","Operator 13"
"9803","1934 ","Directing","YES","It Happened One Night"
"9804","1934 ","Directing","NO","One Night of Love"
"9805","1934 ","Directing","NO","The Thin Man"
"9806","1934 ","Film Editing","NO","Cleopatra"
"9807","1934 ","Film Editing","YES","Eskimo"
"9808","1934 ","Film Editing","NO","One Night of Love"
"9809","1934 ","Music (Scoring)","NO","The Gay Divorcee"
"9810","1934 ","Music (Scoring)","NO","The Lost Patrol"
"9811","1934 ","Music (Scoring)","YES","One Night of Love"
"9812","1934 ","Music (Song)","NO","Flying Down to Rio"
"9813","1934 ","Music (Song)","YES","The Gay Divorcee"
"9814","1934 ","Music (Song)","NO","She Loves Me Not"
"9815","1934 ","Best Picture","NO","The Barretts of Wimpole Street"
"9816","1934 ","Best Picture","NO","Cleopatra"
"9817","1934 ","Best Picture","NO","Flirtation Walk"
"9818","1934 ","Best Picture","NO","The Gay Divorcee"
"9819","1934 ","Best Picture","NO","Here Comes the Navy"
"9820","1934 ","Best Picture","NO","The House of Rothschild"
"9821","1934 ","Best Picture","NO","Imitation of Life"
"9822","1934 ","Best Picture","YES","It Happened One Night"
"9823","1934 ","Best Picture","NO","One Night of Love"
"9824","1934 ","Best Picture","NO","The Thin Man"
"9825","1934 ","Best Picture","NO","Viva Villa!"
"9826","1934 ","Best Picture","NO","The White Parade"
"9836","1934 ","Sound","NO","The Affairs of Cellini"
"9837","1934 ","Sound","NO","Cleopatra"
"9838","1934 ","Sound","NO","Flirtation Walk"
"9839","1934 ","Sound","NO","The Gay Divorcee"
"9840","1934 ","Sound","NO","Imitation of Life"
"9841","1934 ","Sound","YES","One Night of Love"
"9842","1934 ","Sound","NO","Viva Villa!"
"9843","1934 ","Sound","NO","The White Parade"
"9844","1934 ","Writing","YES","It Happened One Night"
"9845","1934 ","Writing","NO","The Thin Man"
"9846","1934 ","Writing","NO","Viva Villa!"
"9847","1934 ","Writing","NO","Hide-Out"
"9848","1934 ","Writing","YES","Manhattan Melodrama"
"9849","1934 ","Writing","NO","The Richest Girl in the World"
"9857","1932/33 ","Actor -- Leading Role","NO","Berkeley Square  "
"9858","1932/33 ","Actor -- Leading Role","YES","The Private Life of Henry VIII "
"9859","1932/33 ","Actor -- Leading Role","NO","I Am a Fugitive from a Chain Gang  "
"9860","1932/33 ","Actress -- Leading Role","YES","Morning Glory "
"9861","1932/33 ","Actress -- Leading Role","NO","Lady for a Day  "
