"","Year","Award","Winner","Nominee"
"2990","1987 ","Actor -- Supporting Role","YES","The Untouchables "
"2991","1987 ","Actor -- Supporting Role","NO","Street Smart "
"2992","1987 ","Actor -- Supporting Role","NO","Moonstruck "
"2993","1987 ","Actor -- Supporting Role","NO","Cry Freedom "
"2994","1987 ","Actress -- Leading Role","YES","Moonstruck "
"2995","1987 ","Actress -- Leading Role","NO","Fatal Attraction "
"2996","1987 ","Actress -- Leading Role","NO","Broadcast News "
"2997","1987 ","Actress -- Leading Role","NO","Anna "
"2998","1987 ","Actress -- Leading Role","NO","Ironweed "
"2999","1987 ","Actress -- Supporting Role","NO","Gaby - A True Story "
"3000","1987 ","Actress -- Supporting Role","NO","Fatal Attraction "
"3001","1987 ","Actress -- Supporting Role","YES","Moonstruck "
"3002","1987 ","Actress -- Supporting Role","NO","Throw Momma from the Train "
"3003","1987 ","Actress -- Supporting Role","NO","The Whales of August "
"3004","1987 ","Art Direction","NO","1205"
"3005","1987 ","Art Direction","NO","1716"
"3006","1987 ","Art Direction","YES","4111"
"3007","1987 ","Art Direction","NO","3018"
"3008","1987 ","Art Direction","NO","4532"
"3009","1987 ","Cinematography","NO","629"
"3010","1987 ","Cinematography","NO","1205"
"3011","1987 ","Cinematography","NO","1716"
"3012","1987 ","Cinematography","YES","4111"
"3013","1987 ","Cinematography","NO","2465"
"3014","1987 ","Costume Design","NO","3864"
"3015","1987 ","Costume Design","NO","1205"
"3016","1987 ","Costume Design","YES","4111"
"3017","1987 ","Costume Design","NO","2469"
"3018","1987 ","Costume Design","NO","4532"
"3019","1987 ","Directing","NO","1274"
"3020","1987 ","Directing","NO","1716"
"3021","1987 ","Directing","YES","4111"
"3022","1987 ","Directing","NO","2587"
"3023","1987 ","Directing","NO","2656"
"3034","1987 ","Film Editing","NO","629"
"3035","1987 ","Film Editing","NO","1205"
"3036","1987 ","Film Editing","NO","1274"
"3037","1987 ","Film Editing","YES","4111"
"3038","1987 ","Film Editing","NO","3146"
"3044","1987 ","Makeup","NO","1595"
"3045","1987 ","Makeup","YES","1603"
"3046","1987 ","Music (Scoring)","NO","929"
"3047","1987 ","Music (Scoring)","NO","1205"
"3048","1987 ","Music (Scoring)","YES","4111"
"3049","1987 ","Music (Scoring)","NO","4532"
"3050","1987 ","Music (Scoring)","NO","4573"
"3051","1987 ","Music (Song)","NO","929"
"3052","1987 ","Music (Song)","YES","1068"
"3053","1987 ","Music (Song)","NO","2406"
"3054","1987 ","Music (Song)","NO","493"
"3055","1987 ","Music (Song)","NO","4327"
"3056","1987 ","Best Picture","NO","629"
"3057","1987 ","Best Picture","NO","1274"
"3058","1987 ","Best Picture","NO","1716"
"3059","1987 ","Best Picture","YES","4111"
"3060","1987 ","Best Picture","NO","2587"
"3067","1987 ","Sound","NO","1205"
"3068","1987 ","Sound","YES","4111"
"3069","1987 ","Sound","NO","2258"
"3070","1987 ","Sound","NO","3146"
"3071","1987 ","Sound","NO","4573"
"3072","1987 ","Sound Editing","YES","3146"
"3073","1987 ","Visual Effects","YES","1828"
"3074","1987 ","Visual Effects","NO","2965"
"3075","1987 ","Writing","NO","3864"
"3076","1987 ","Writing","NO","1274"
"3077","1987 ","Writing","NO","1401"
"3078","1987 ","Writing","YES","4111"
"3079","1987 ","Writing","NO","2656"
"3080","1987 ","Writing","NO","366"
"3081","1987 ","Writing","NO","629"
"3082","1987 ","Writing","NO","1716"
"3083","1987 ","Writing","YES","2587"
"3084","1987 ","Writing","NO","3018"
"3103","1986 ","Actor -- Leading Role","NO","'Round Midnight "
"3104","1986 ","Actor -- Leading Role","NO","Mona Lisa "
"3105","1986 ","Actor -- Leading Role","NO","Children of a Lesser God "
"3106","1986 ","Actor -- Leading Role","YES","The Color of Money "
"3107","1986 ","Actor -- Leading Role","NO","Salvador "
"3108","1986 ","Actor -- Supporting Role","NO","Platoon "
"3109","1986 ","Actor -- Supporting Role","YES","Hannah and Her Sisters "
"3110","1986 ","Actor -- Supporting Role","NO","Platoon "
"3111","1986 ","Actor -- Supporting Role","NO","A Room with a View "
"3112","1986 ","Actor -- Supporting Role","NO","Hoosiers "
"3113","1986 ","Actress -- Leading Role","NO","The Morning After "
"3114","1986 ","Actress -- Leading Role","YES","Children of a Lesser God "
"3115","1986 ","Actress -- Leading Role","NO","Crimes of the Heart "
"3116","1986 ","Actress -- Leading Role","NO","Peggy Sue Got Married "
"3117","1986 ","Actress -- Leading Role","NO","Aliens "
"3118","1986 ","Actress -- Supporting Role","NO","Crimes of the Heart "
"3119","1986 ","Actress -- Supporting Role","NO","Children of a Lesser God "
"3120","1986 ","Actress -- Supporting Role","NO","The Color of Money "
"3121","1986 ","Actress -- Supporting Role","NO","A Room with a View "
"3122","1986 ","Actress -- Supporting Role","YES","Hannah and Her Sisters "
"3123","1986 ","Art Direction","NO","210"
"3124","1986 ","Art Direction","NO","3816"
"3125","1986 ","Art Direction","NO","1588"
"3126","1986 ","Art Direction","NO","4218"
"3127","1986 ","Art Direction","YES","105"
"3128","1986 ","Cinematography","YES","4218"
"3129","1986 ","Cinematography","NO","2888"
"3130","1986 ","Cinematography","NO","2942"
"3131","1986 ","Cinematography","NO","105"
"3132","1986 ","Cinematography","NO","3489"
"3133","1986 ","Costume Design","NO","4218"
"3134","1986 ","Costume Design","NO","2824"
"3135","1986 ","Costume Design","NO","2888"
"3136","1986 ","Costume Design","NO","2933"
"3137","1986 ","Costume Design","YES","105"
"3138","1986 ","Directing","NO","560"
"3139","1986 ","Directing","NO","1588"
"3140","1986 ","Directing","NO","4218"
"3141","1986 ","Directing","YES","2942"
"3142","1986 ","Directing","NO","105"
"3153","1986 ","Film Editing","NO","210"
"3154","1986 ","Film Editing","NO","1588"
"3155","1986 ","Film Editing","NO","4218"
"3156","1986 ","Film Editing","YES","2942"
"3157","1986 ","Film Editing","NO","5636"
"3163","1986 ","Makeup","NO","3810"
"3164","1986 ","Makeup","YES","3949"
"3165","1986 ","Makeup","NO","2232"
"3166","1986 ","Music (Scoring)","NO","210"
"3167","1986 ","Music (Scoring)","NO","1715"
"3168","1986 ","Music (Scoring)","NO","4218"
"3169","1986 ","Music (Scoring)","YES","3"
"3170","1986 ","Music (Scoring)","NO","3489"
"3171","1986 ","Music (Song)","NO","4089"
"3172","1986 ","Music (Song)","NO","3647"
"3173","1986 ","Music (Song)","NO","2311"
"3174","1986 ","Music (Song)","NO","258"
"3175","1986 ","Music (Song)","YES","5636"
"3176","1986 ","Best Picture","NO","795"
"3177","1986 ","Best Picture","NO","1588"
"3178","1986 ","Best Picture","NO","4218"
"3179","1986 ","Best Picture","YES","2942"
"3180","1986 ","Best Picture","NO","105"
"3187","1986 ","Sound","NO","210"
"3188","1986 ","Sound","NO","1626"
"3189","1986 ","Sound","YES","2942"
"3190","1986 ","Sound","NO","3489"
"3191","1986 ","Sound","NO","5636"
"3192","1986 ","Sound Editing","YES","210"
"3193","1986 ","Sound Editing","NO","3489"
"3194","1986 ","Sound Editing","NO","5636"
"3195","1986 ","Visual Effects","YES","210"
"3196","1986 ","Visual Effects","NO","2311"
"3197","1986 ","Visual Effects","NO","2951"
"3198","1986 ","Writing","NO","795"
"3199","1986 ","Writing","NO","3816"
"3200","1986 ","Writing","NO","922"
"3201","1986 ","Writing","YES","105"
"3202","1986 ","Writing","NO","3481"
"3203","1986 ","Writing","NO","2"
"3204","1986 ","Writing","YES","1588"
"3205","1986 ","Writing","NO","2638"
"3206","1986 ","Writing","NO","2942"
"3207","1986 ","Writing","NO","3213"
"3226","1985 ","Actor -- Leading Role","NO","Witness "
"3227","1985 ","Actor -- Leading Role","NO","Murphy's Romance "
"3228","1985 ","Actor -- Leading Role","YES","Kiss of the Spider Woman "
"3229","1985 ","Actor -- Leading Role","NO","Prizzi's Honor "
"3230","1985 ","Actor -- Leading Role","NO","Runaway Train "
"3231","1985 ","Actor -- Supporting Role","YES","Cocoon "
"3232","1985 ","Actor -- Supporting Role","NO","Out of Africa "
"3233","1985 ","Actor -- Supporting Role","NO","Prizzi's Honor "
"3234","1985 ","Actor -- Supporting Role","NO","Jagged Edge "
"3235","1985 ","Actor -- Supporting Role","NO","Runaway Train "
"3236","1985 ","Actress -- Leading Role","NO","Agnes of God "
"3237","1985 ","Actress -- Leading Role","NO","The Color Purple "
"3238","1985 ","Actress -- Leading Role","NO","Sweet Dreams "
"3239","1985 ","Actress -- Leading Role","YES","The Trip to Bountiful "
"3240","1985 ","Actress -- Leading Role","NO","Out of Africa "
"3241","1985 ","Actress -- Supporting Role","NO","The Color Purple "
"3242","1985 ","Actress -- Supporting Role","YES","Prizzi's Honor "
"3243","1985 ","Actress -- Supporting Role","NO","Twice in a Lifetime "
"3244","1985 ","Actress -- Supporting Role","NO","Agnes of God "
"3245","1985 ","Actress -- Supporting Role","NO","The Color Purple "
"3246","1985 ","Art Direction","NO","607"
"3247","1985 ","Art Direction","NO","3817"
"3248","1985 ","Art Direction","YES","2829"
"3249","1985 ","Art Direction","NO","3032"
"3250","1985 ","Art Direction","NO","5935"
"3251","1985 ","Cinematography","NO","3817"
"3252","1985 ","Cinematography","NO","2629"
"3253","1985 ","Cinematography","YES","2829"
"3254","1985 ","Cinematography","NO","3032"
"3255","1985 ","Cinematography","NO","5935"
"3256","1985 ","Costume Design","NO","3817"
"3257","1985 ","Costume Design","NO","4085"
"3258","1985 ","Costume Design","NO","2829"
"3259","1985 ","Costume Design","NO","2983"
"3260","1985 ","Costume Design","YES","3032"
"3261","1985 ","Directing","NO","2131"
"3262","1985 ","Directing","YES","2829"
"3263","1985 ","Directing","NO","2983"
"3264","1985 ","Directing","NO","3032"
"3265","1985 ","Directing","NO","5935"
"3276","1985 ","Film Editing","NO","42"
"3277","1985 ","Film Editing","NO","2829"
"3278","1985 ","Film Editing","NO","2983"
"3279","1985 ","Film Editing","NO","3183"
"3280","1985 ","Film Editing","YES","5935"
"3286","1985 ","Makeup","NO","3817"
"3287","1985 ","Makeup","YES","2461"
"3288","1985 ","Makeup","NO","3069"
"3289","1985 ","Music (Scoring)","NO","170"
"3290","1985 ","Music (Scoring)","NO","3817"
"3291","1985 ","Music (Scoring)","YES","2829"
"3292","1985 ","Music (Scoring)","NO","3359"
"3293","1985 ","Music (Scoring)","NO","5935"
"3294","1985 ","Music (Song)","NO","3817"
"3295","1985 ","Music (Song)","NO","397"
"3296","1985 ","Music (Song)","YES","5879"
"3297","1985 ","Music (Song)","NO","5879"
"3298","1985 ","Music (Song)","NO","42"
"3299","1985 ","Best Picture","NO","3817"
"3300","1985 ","Best Picture","NO","2131"
"3301","1985 ","Best Picture","YES","2829"
"3302","1985 ","Best Picture","NO","2983"
"3303","1985 ","Best Picture","NO","5935"
"3310","1985 ","Sound","NO","397"
"3311","1985 ","Sound","NO","42"
"3312","1985 ","Sound","NO","2188"
"3313","1985 ","Sound","YES","2829"
"3314","1985 ","Sound","NO","3359"
"3315","1985 ","Sound Editing","YES","397"
"3316","1985 ","Sound Editing","NO","2188"
"3317","1985 ","Sound Editing","NO","3031"
"3318","1985 ","Visual Effects","YES","868"
"3319","1985 ","Visual Effects","NO","3078"
"3320","1985 ","Visual Effects","NO","5990"
"3321","1985 ","Writing","NO","3817"
"3322","1985 ","Writing","NO","2131"
"3323","1985 ","Writing","YES","2829"
"3324","1985 ","Writing","NO","2983"
"3325","1985 ","Writing","NO","4516"
"3326","1985 ","Writing","NO","397"
"3327","1985 ","Writing","NO","607"
"3328","1985 ","Writing","NO","4262"
"3329","1985 ","Writing","NO","4343"
"3330","1985 ","Writing","YES","5935"
"3342","1984 ","Actor -- Leading Role","YES","Amadeus "
"3343","1984 ","Actor -- Leading Role","NO","Starman "
"3344","1984 ","Actor -- Leading Role","NO","Under the Volcano "
"3345","1984 ","Actor -- Leading Role","NO","Amadeus "
"3346","1984 ","Actor -- Leading Role","NO","The Killing Fields "
"3347","1984 ","Actor -- Supporting Role","NO","A Soldier's Story "
"3348","1984 ","Actor -- Supporting Role","NO","Places in the Heart "
"3349","1984 ","Actor -- Supporting Role","NO","The Karate Kid "
"3350","1984 ","Actor -- Supporting Role","YES","The Killing Fields "
"3351","1984 ","Actor -- Supporting Role","NO","Greystoke: The Legend of Tarzan, Lord of the Apes "
"3352","1984 ","Actress -- Leading Role","NO","A Passage to India "
"3353","1984 ","Actress -- Leading Role","YES","Places in the Heart "
"3354","1984 ","Actress -- Leading Role","NO","Country "
"3355","1984 ","Actress -- Leading Role","NO","The Bostonians "
"3356","1984 ","Actress -- Leading Role","NO","The River "
"3357","1984 ","Actress -- Supporting Role","YES","A Passage to India "
"3358","1984 ","Actress -- Supporting Role","NO","The Natural "
"3359","1984 ","Actress -- Supporting Role","NO","Places in the Heart "
"3360","1984 ","Actress -- Supporting Role","NO","Swing Shift "
"3361","1984 ","Actress -- Supporting Role","NO","The Pope of Greenwich Village "
"3362","1984 ","Art Direction","YES","235"
"3363","1984 ","Art Direction","NO","3829"
"3364","1984 ","Art Direction","NO","4244"
"3365","1984 ","Art Direction","NO","92"
"3366","1984 ","Art Direction","NO","20"
"3367","1984 ","Cinematography","NO","235"
"3368","1984 ","Cinematography","YES","4093"
"3369","1984 ","Cinematography","NO","4244"
"3370","1984 ","Cinematography","NO","92"
"3371","1984 ","Cinematography","NO","4375"
"3372","1984 ","Costume Design","YES","235"
"3373","1984 ","Costume Design","NO","3757"
"3374","1984 ","Costume Design","NO","92"
"3375","1984 ","Costume Design","NO","2937"
"3376","1984 ","Costume Design","NO","20"
"3377","1984 ","Directing","YES","235"
"3378","1984 ","Directing","NO","630"
"3379","1984 ","Directing","NO","4093"
"3380","1984 ","Directing","NO","92"
"3381","1984 ","Directing","NO","2937"
"3392","1984 ","Film Editing","NO","235"
"3393","1984 ","Film Editing","NO","3829"
"3394","1984 ","Film Editing","YES","4093"
"3395","1984 ","Film Editing","NO","92"
"3396","1984 ","Film Editing","NO","3161"
"3402","1984 ","Makeup","YES","235"
"3403","1984 ","Makeup","NO","1563"
"3404","1984 ","Makeup","NO","20"
"3405","1984 ","Music (Scoring)","NO","1819"
"3406","1984 ","Music (Scoring)","NO","4244"
"3407","1984 ","Music (Scoring)","YES","92"
"3408","1984 ","Music (Scoring)","NO","4375"
"3409","1984 ","Music (Scoring)","NO","5727"
"3410","1984 ","Music (Scoring)","NO","4233"
"3411","1984 ","Music (Scoring)","YES","2993"
"3412","1984 ","Music (Scoring)","NO","3432"
"3413","1984 ","Music (Song)","NO","165"
"3414","1984 ","Music (Song)","NO","1334"
"3415","1984 ","Music (Song)","NO","1475"
"3416","1984 ","Music (Song)","YES","4580"
"3417","1984 ","Music (Song)","NO","1334"
"3418","1984 ","Best Picture","YES","235"
"3419","1984 ","Best Picture","NO","4093"
"3420","1984 ","Best Picture","NO","92"
"3421","1984 ","Best Picture","NO","2937"
"3422","1984 ","Best Picture","NO","112"
"3429","1984 ","Sound","YES","235"
"3430","1984 ","Sound","NO","1139"
"3431","1984 ","Sound","NO","92"
"3432","1984 ","Sound","NO","4375"
"3433","1984 ","Sound","NO","20"
"3434","1984 ","Sound Editing","YES","4375"
"3435","1984 ","Visual Effects","NO","1475"
"3436","1984 ","Visual Effects","YES","1819"
"3437","1984 ","Visual Effects","NO","20"
"3438","1984 ","Writing","YES","235"
"3439","1984 ","Writing","NO","1563"
"3440","1984 ","Writing","NO","4093"
"3441","1984 ","Writing","NO","92"
"3442","1984 ","Writing","NO","112"
"3443","1984 ","Writing","NO","492"
"3444","1984 ","Writing","NO","630"
"3445","1984 ","Writing","NO","1180"
"3446","1984 ","Writing","YES","2937"
"3447","1984 ","Writing","NO","3465"
"3463","1983 ","Actor -- Leading Role","NO","Educating Rita "
"3464","1983 ","Actor -- Leading Role","NO","Reuben, Reuben "
"3465","1983 ","Actor -- Leading Role","NO","The Dresser "
"3466","1983 ","Actor -- Leading Role","YES","Tender Mercies "
"3467","1983 ","Actor -- Leading Role","NO","The Dresser "
"3468","1983 ","Actor -- Supporting Role","NO","To Be or Not to Be "
"3469","1983 ","Actor -- Supporting Role","NO","Terms of Endearment "
"3470","1983 ","Actor -- Supporting Role","YES","Terms of Endearment "
"3471","1983 ","Actor -- Supporting Role","NO","The Right Stuff "
"3472","1983 ","Actor -- Supporting Role","NO","Cross Creek "
"3473","1983 ","Actress -- Leading Role","NO","Testament "
"3474","1983 ","Actress -- Leading Role","YES","Terms of Endearment "
"3475","1983 ","Actress -- Leading Role","NO","Silkwood "
"3476","1983 ","Actress -- Leading Role","NO","Educating Rita "
"3477","1983 ","Actress -- Leading Role","NO","Terms of Endearment "
"3478","1983 ","Actress -- Supporting Role","NO","Silkwood "
"3479","1983 ","Actress -- Supporting Role","NO","The Big Chill "
"3480","1983 ","Actress -- Supporting Role","YES","The Year of Living Dangerously "
"3481","1983 ","Actress -- Supporting Role","NO","Yentl "
"3482","1983 ","Actress -- Supporting Role","NO","Cross Creek "
"3483","1983 ","Art Direction","YES","1266"
"3484","1983 ","Art Direction","NO","3075"
"3485","1983 ","Art Direction","NO","4371"
"3486","1983 ","Art Direction","NO","3637"
"3487","1983 ","Art Direction","NO","5969"
"3488","1983 ","Cinematography","YES","1266"
"3489","1983 ","Cinematography","NO","1317"
"3490","1983 ","Cinematography","NO","4371"
"3491","1983 ","Cinematography","NO","5819"
"3492","1983 ","Cinematography","NO","5999"
"3493","1983 ","Costume Design","NO","925"
"3494","1983 ","Costume Design","YES","1266"
"3495","1983 ","Costume Design","NO","1623"
"3496","1983 ","Costume Design","NO","4368"
"3497","1983 ","Costume Design","NO","5999"
"3498","1983 ","Directing","NO","3893"
"3499","1983 ","Directing","NO","1266"
"3500","1983 ","Directing","NO","3355"
"3501","1983 ","Directing","NO","3629"
"3502","1983 ","Directing","YES","3637"
"3513","1983 ","Film Editing","NO","559"
"3514","1983 ","Film Editing","NO","1317"
"3515","1983 ","Film Editing","YES","4371"
"3516","1983 ","Film Editing","NO","3355"
"3517","1983 ","Film Editing","NO","3637"
"3523","1983 ","Music (Scoring)","NO","925"
"3524","1983 ","Music (Scoring)","NO","3075"
"3525","1983 ","Music (Scoring)","YES","4371"
"3526","1983 ","Music (Scoring)","NO","3637"
"3527","1983 ","Music (Scoring)","NO","5724"
"3528","1983 ","Music (Scoring)","NO","4458"
"3529","1983 ","Music (Scoring)","NO","5658"
"3530","1983 ","Music (Scoring)","YES","5969"
